dataset,atlas_isic,atlas_isic,ham,ham
variant,GLIDE,Original,GLIDE,Original
model,,,,
dino,0.8573675133773702,0.8616872130734615,0.8446846868804146,0.8360512822117137
swin,0.8713037100794806,0.8756041194724595,0.7946199019989233,0.794530844337492
vit,0.7924725488764396,0.7987846289937579,0.8166906951573323,0.8069273949802849
