nohup: ignoring input
total base parameters 385030726
total upsampler parameters 398361286
[Epoch 1] 18.30% (250/1366 batches) | Step 250 | Base: 0.0390 | Up: 0.0225
[Epoch 1] 21.96% (300/1366 batches) | Step 300 | Base: 0.0774 | Up: 0.0314
[Epoch 1] 25.62% (350/1366 batches) | Step 350 | Base: 0.0597 | Up: 0.0337
[Epoch 1] 29.28% (400/1366 batches) | Step 400 | Base: 0.0590 | Up: 0.0266
[Epoch 1] 32.94% (450/1366 batches) | Step 450 | Base: 0.0901 | Up: 0.0249
[Epoch 1] 36.60% (500/1366 batches) | Step 500 | Base: 0.0475 | Up: 0.0247
[Epoch 1] 40.26% (550/1366 batches) | Step 550 | Base: 0.0964 | Up: 0.0308
[Epoch 1] 43.92% (600/1366 batches) | Step 600 | Base: 0.2988 | Up: 0.0774
[Epoch 1] 47.58% (650/1366 batches) | Step 650 | Base: 0.1001 | Up: 0.0601
[Epoch 1] 51.24% (700/1366 batches) | Step 700 | Base: 0.0664 | Up: 0.1673
[Epoch 1] 54.90% (750/1366 batches) | Step 750 | Base: 0.0419 | Up: 0.2638
[Epoch 1] 58.57% (800/1366 batches) | Step 800 | Base: 0.0606 | Up: 0.0381
[Epoch 1] 62.23% (850/1366 batches) | Step 850 | Base: 0.0604 | Up: 0.0431
[Epoch 1] 65.89% (900/1366 batches) | Step 900 | Base: 0.1274 | Up: 0.0486
[Epoch 1] 69.55% (950/1366 batches) | Step 950 | Base: 0.0966 | Up: 0.3765
[Epoch 1] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.0438 | Up: 0.0377
[Epoch 1] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.0924 | Up: 0.0472
[Epoch 1] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.0622 | Up: 0.1922
[Epoch 1] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.0982 | Up: 0.1611
[Epoch 1] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.0526 | Up: 0.1427
[Epoch 1] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.0804 | Up: 0.0647
[Epoch 1] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.0813 | Up: 0.0673
[Epoch 1] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.0856 | Up: 0.0770
[Epoch 2] 0.00% (0/1366 batches) | Step 0 | Base: 0.0482 | Up: 0.1631
[Epoch 2] 3.66% (50/1366 batches) | Step 50 | Base: 0.1063 | Up: 0.0559
[Epoch 2] 7.32% (100/1366 batches) | Step 100 | Base: 0.1001 | Up: 0.0407
[Epoch 2] 10.98% (150/1366 batches) | Step 150 | Base: 0.2563 | Up: 0.0402
[Epoch 2] 14.64% (200/1366 batches) | Step 200 | Base: 0.1158 | Up: 0.0499
[Epoch 2] 18.30% (250/1366 batches) | Step 250 | Base: 0.1221 | Up: 0.0422
[Epoch 2] 21.96% (300/1366 batches) | Step 300 | Base: 0.1258 | Up: 0.0457
[Epoch 2] 25.62% (350/1366 batches) | Step 350 | Base: 0.1377 | Up: 0.0533
[Epoch 2] 29.28% (400/1366 batches) | Step 400 | Base: 0.0924 | Up: 0.0413
[Epoch 2] 32.94% (450/1366 batches) | Step 450 | Base: 0.1399 | Up: 0.0624
[Epoch 2] 36.60% (500/1366 batches) | Step 500 | Base: 0.1405 | Up: 0.0812
[Epoch 2] 40.26% (550/1366 batches) | Step 550 | Base: 0.1460 | Up: 0.1042
[Epoch 2] 43.92% (600/1366 batches) | Step 600 | Base: 0.1729 | Up: 0.0569
[Epoch 2] 47.58% (650/1366 batches) | Step 650 | Base: 0.1435 | Up: 0.0738
[Epoch 2] 51.24% (700/1366 batches) | Step 700 | Base: 0.1949 | Up: 0.0626
[Epoch 2] 54.90% (750/1366 batches) | Step 750 | Base: 0.1178 | Up: 0.0722
[Epoch 2] 58.57% (800/1366 batches) | Step 800 | Base: 0.1351 | Up: 0.0462
[Epoch 2] 62.23% (850/1366 batches) | Step 850 | Base: 0.1317 | Up: 0.0528
[Epoch 2] 65.89% (900/1366 batches) | Step 900 | Base: 0.1507 | Up: 0.0453
[Epoch 2] 69.55% (950/1366 batches) | Step 950 | Base: 0.1139 | Up: 0.0577
[Epoch 2] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.1684 | Up: 0.1972
[Epoch 2] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.1115 | Up: 0.2034
[Epoch 2] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.3355 | Up: 0.0495
[Epoch 2] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.1563 | Up: 0.0455
[Epoch 2] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.1275 | Up: 0.0572
[Epoch 2] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.1530 | Up: 0.0783
[Epoch 2] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.1283 | Up: 0.0720
[Epoch 2] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.1153 | Up: 0.1702
[Epoch 3] 0.00% (0/1366 batches) | Step 0 | Base: 0.1673 | Up: 0.0499
[Epoch 3] 3.66% (50/1366 batches) | Step 50 | Base: 0.2782 | Up: 0.0539
[Epoch 3] 7.32% (100/1366 batches) | Step 100 | Base: 0.1436 | Up: 0.0626
[Epoch 3] 10.98% (150/1366 batches) | Step 150 | Base: 0.3040 | Up: 0.1004
[Epoch 3] 14.64% (200/1366 batches) | Step 200 | Base: 0.1645 | Up: 0.0774
[Epoch 3] 18.30% (250/1366 batches) | Step 250 | Base: 0.1345 | Up: 0.0883
[Epoch 3] 21.96% (300/1366 batches) | Step 300 | Base: 0.1226 | Up: 0.0671
[Epoch 3] 25.62% (350/1366 batches) | Step 350 | Base: 0.1171 | Up: 0.0674
[Epoch 3] 29.28% (400/1366 batches) | Step 400 | Base: 0.1236 | Up: 0.0533
[Epoch 3] 32.94% (450/1366 batches) | Step 450 | Base: 0.1491 | Up: 0.0508
[Epoch 3] 36.60% (500/1366 batches) | Step 500 | Base: 0.1626 | Up: 0.2191
[Epoch 3] 40.26% (550/1366 batches) | Step 550 | Base: 0.3093 | Up: 0.0690
[Epoch 3] 43.92% (600/1366 batches) | Step 600 | Base: 0.1229 | Up: 0.0698
[Epoch 3] 47.58% (650/1366 batches) | Step 650 | Base: 0.1485 | Up: 0.0840
[Epoch 3] 51.24% (700/1366 batches) | Step 700 | Base: 0.1587 | Up: 0.2060
[Epoch 3] 54.90% (750/1366 batches) | Step 750 | Base: 0.1457 | Up: 0.1815
[Epoch 3] 58.57% (800/1366 batches) | Step 800 | Base: 0.1569 | Up: 0.1933
[Epoch 3] 62.23% (850/1366 batches) | Step 850 | Base: 0.0982 | Up: 0.0962
[Epoch 3] 65.89% (900/1366 batches) | Step 900 | Base: 0.1473 | Up: 0.0573
[Epoch 3] 69.55% (950/1366 batches) | Step 950 | Base: 0.1090 | Up: 0.0713
[Epoch 3] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.1550 | Up: 0.0970
[Epoch 3] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.3099 | Up: 0.0666
[Epoch 3] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.1019 | Up: 0.0883
[Epoch 3] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.1114 | Up: 0.0622
[Epoch 3] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.1282 | Up: 0.0515
[Epoch 3] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.1131 | Up: 0.0577
[Epoch 3] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.1127 | Up: 0.0490
[Epoch 3] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.1001 | Up: 0.0636
[Epoch 4] 0.00% (0/1366 batches) | Step 0 | Base: 0.1368 | Up: 0.1047
[Epoch 4] 3.66% (50/1366 batches) | Step 50 | Base: 0.1302 | Up: 0.0738
[Epoch 4] 7.32% (100/1366 batches) | Step 100 | Base: 0.1267 | Up: 0.0608
[Epoch 4] 10.98% (150/1366 batches) | Step 150 | Base: 0.1860 | Up: 0.2154
[Epoch 4] 14.64% (200/1366 batches) | Step 200 | Base: 0.1254 | Up: 0.0543
[Epoch 4] 18.30% (250/1366 batches) | Step 250 | Base: 0.1579 | Up: 0.0840
[Epoch 4] 21.96% (300/1366 batches) | Step 300 | Base: 0.1243 | Up: 0.0572
[Epoch 4] 25.62% (350/1366 batches) | Step 350 | Base: 0.1249 | Up: 0.0706
[Epoch 4] 29.28% (400/1366 batches) | Step 400 | Base: 0.3006 | Up: 0.0652
[Epoch 4] 32.94% (450/1366 batches) | Step 450 | Base: 0.1151 | Up: 0.0693
[Epoch 4] 36.60% (500/1366 batches) | Step 500 | Base: 0.1133 | Up: 0.1065
[Epoch 4] 40.26% (550/1366 batches) | Step 550 | Base: 0.1101 | Up: 0.0666
[Epoch 4] 43.92% (600/1366 batches) | Step 600 | Base: 0.1423 | Up: 0.0554
[Epoch 4] 47.58% (650/1366 batches) | Step 650 | Base: 0.0962 | Up: 0.0594
[Epoch 4] 51.24% (700/1366 batches) | Step 700 | Base: 0.1954 | Up: 0.0584
[Epoch 4] 54.90% (750/1366 batches) | Step 750 | Base: 0.1224 | Up: 0.0837
[Epoch 4] 58.57% (800/1366 batches) | Step 800 | Base: 0.2051 | Up: 0.0657
[Epoch 4] 62.23% (850/1366 batches) | Step 850 | Base: 0.1359 | Up: 0.3615
[Epoch 4] 65.89% (900/1366 batches) | Step 900 | Base: 0.1194 | Up: 0.0658
[Epoch 4] 69.55% (950/1366 batches) | Step 950 | Base: 0.1007 | Up: 0.0911
[Epoch 4] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.1165 | Up: 0.0625
[Epoch 4] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.1252 | Up: 0.1856
[Epoch 4] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.1053 | Up: 0.0955
[Epoch 4] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.1047 | Up: 0.0835
[Epoch 4] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.1166 | Up: 0.2426
[Epoch 4] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.1046 | Up: 0.0734
[Epoch 4] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.2149 | Up: 0.0977
[Epoch 4] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.1149 | Up: 0.0603
[Epoch 5] 0.00% (0/1366 batches) | Step 0 | Base: 0.1241 | Up: 0.0620
[Epoch 5] 3.66% (50/1366 batches) | Step 50 | Base: 0.1288 | Up: 0.0572
[Epoch 5] 7.32% (100/1366 batches) | Step 100 | Base: 0.1400 | Up: 0.0637
[Epoch 5] 10.98% (150/1366 batches) | Step 150 | Base: 0.1440 | Up: 0.0944
[Epoch 5] 14.64% (200/1366 batches) | Step 200 | Base: 0.2212 | Up: 0.0700
[Epoch 5] 18.30% (250/1366 batches) | Step 250 | Base: 0.2138 | Up: 0.0583
[Epoch 5] 21.96% (300/1366 batches) | Step 300 | Base: 0.1418 | Up: 0.1098
[Epoch 5] 25.62% (350/1366 batches) | Step 350 | Base: 0.1345 | Up: 0.2266
[Epoch 5] 29.28% (400/1366 batches) | Step 400 | Base: 0.1142 | Up: 0.1173
[Epoch 5] 32.94% (450/1366 batches) | Step 450 | Base: 0.1143 | Up: 0.0737
[Epoch 5] 36.60% (500/1366 batches) | Step 500 | Base: 0.1316 | Up: 0.0674
[Epoch 5] 40.26% (550/1366 batches) | Step 550 | Base: 0.0968 | Up: 0.0675
[Epoch 5] 43.92% (600/1366 batches) | Step 600 | Base: 0.1898 | Up: 0.0938
[Epoch 5] 47.58% (650/1366 batches) | Step 650 | Base: 0.1662 | Up: 0.0880
[Epoch 5] 51.24% (700/1366 batches) | Step 700 | Base: 0.1330 | Up: 0.0562
[Epoch 5] 54.90% (750/1366 batches) | Step 750 | Base: 0.2080 | Up: 0.0639
[Epoch 5] 58.57% (800/1366 batches) | Step 800 | Base: 0.1041 | Up: 0.1015
[Epoch 5] 62.23% (850/1366 batches) | Step 850 | Base: 0.1261 | Up: 0.0931
[Epoch 5] 65.89% (900/1366 batches) | Step 900 | Base: 0.2170 | Up: 0.1001
[Epoch 5] 69.55% (950/1366 batches) | Step 950 | Base: 0.2197 | Up: 0.1899
[Epoch 5] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.3153 | Up: 0.0965
[Epoch 5] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.1446 | Up: 0.1756
[Epoch 5] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.1176 | Up: 0.0776
[Epoch 5] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.1248 | Up: 0.0653
[Epoch 5] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.1258 | Up: 0.0809
[Epoch 5] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.1964 | Up: 0.0560
[Epoch 5] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.1073 | Up: 0.0573
[Epoch 5] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.1684 | Up: 0.2273
[Epoch 6] 0.00% (0/1366 batches) | Step 0 | Base: 0.1353 | Up: 0.0618
[Epoch 6] 3.66% (50/1366 batches) | Step 50 | Base: 0.1159 | Up: 0.0611
[Epoch 6] 7.32% (100/1366 batches) | Step 100 | Base: 0.1095 | Up: 0.0686
[Epoch 6] 10.98% (150/1366 batches) | Step 150 | Base: 0.1572 | Up: 0.0608
[Epoch 6] 14.64% (200/1366 batches) | Step 200 | Base: 0.1744 | Up: 0.0621
[Epoch 6] 18.30% (250/1366 batches) | Step 250 | Base: 0.1572 | Up: 0.0575
[Epoch 6] 21.96% (300/1366 batches) | Step 300 | Base: 0.1138 | Up: 0.0599
[Epoch 6] 25.62% (350/1366 batches) | Step 350 | Base: 0.1232 | Up: 0.0773
[Epoch 6] 29.28% (400/1366 batches) | Step 400 | Base: 0.1015 | Up: 0.0610
[Epoch 6] 32.94% (450/1366 batches) | Step 450 | Base: 0.1136 | Up: 0.2264
[Epoch 6] 36.60% (500/1366 batches) | Step 500 | Base: 0.5206 | Up: 0.0601
[Epoch 6] 40.26% (550/1366 batches) | Step 550 | Base: 0.2594 | Up: 0.0600
[Epoch 6] 43.92% (600/1366 batches) | Step 600 | Base: 0.1053 | Up: 0.1054
[Epoch 6] 47.58% (650/1366 batches) | Step 650 | Base: 0.2550 | Up: 0.0588
[Epoch 6] 51.24% (700/1366 batches) | Step 700 | Base: 0.1116 | Up: 0.0651
[Epoch 6] 54.90% (750/1366 batches) | Step 750 | Base: 0.1077 | Up: 0.0762
[Epoch 6] 58.57% (800/1366 batches) | Step 800 | Base: 0.1349 | Up: 0.0652
[Epoch 6] 62.23% (850/1366 batches) | Step 850 | Base: 0.1113 | Up: 0.0615
[Epoch 6] 65.89% (900/1366 batches) | Step 900 | Base: 0.1056 | Up: 0.0568
[Epoch 6] 69.55% (950/1366 batches) | Step 950 | Base: 0.1262 | Up: 0.0669
[Epoch 6] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.1186 | Up: 0.2273
[Epoch 6] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.1119 | Up: 0.0769
[Epoch 6] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.2037 | Up: 0.0571
[Epoch 6] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.1238 | Up: 0.0644
[Epoch 6] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.1547 | Up: 0.0847
[Epoch 6] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.1230 | Up: 0.0613
[Epoch 6] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.1136 | Up: 0.0592
[Epoch 6] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.1733 | Up: 0.0664
[Epoch 7] 0.00% (0/1366 batches) | Step 0 | Base: 0.2707 | Up: 0.0758
[Epoch 7] 3.66% (50/1366 batches) | Step 50 | Base: 0.1870 | Up: 0.0619
[Epoch 7] 7.32% (100/1366 batches) | Step 100 | Base: 0.1161 | Up: 0.1662
[Epoch 7] 10.98% (150/1366 batches) | Step 150 | Base: 0.1745 | Up: 0.0895
[Epoch 7] 14.64% (200/1366 batches) | Step 200 | Base: 0.2271 | Up: 0.0595
[Epoch 7] 18.30% (250/1366 batches) | Step 250 | Base: 0.1291 | Up: 0.0643
[Epoch 7] 21.96% (300/1366 batches) | Step 300 | Base: 0.1043 | Up: 0.0596
[Epoch 7] 25.62% (350/1366 batches) | Step 350 | Base: 0.2165 | Up: 0.0876
[Epoch 7] 29.28% (400/1366 batches) | Step 400 | Base: 0.1931 | Up: 0.0927
[Epoch 7] 32.94% (450/1366 batches) | Step 450 | Base: 0.1164 | Up: 0.0918
[Epoch 7] 36.60% (500/1366 batches) | Step 500 | Base: 0.1367 | Up: 0.1376
[Epoch 7] 40.26% (550/1366 batches) | Step 550 | Base: 0.1196 | Up: 0.0607
[Epoch 7] 43.92% (600/1366 batches) | Step 600 | Base: 0.1115 | Up: 0.2117
[Epoch 7] 47.58% (650/1366 batches) | Step 650 | Base: 0.1089 | Up: 0.0739
[Epoch 7] 51.24% (700/1366 batches) | Step 700 | Base: 0.1052 | Up: 0.0590
[Epoch 7] 54.90% (750/1366 batches) | Step 750 | Base: 0.1238 | Up: 0.0930
[Epoch 7] 58.57% (800/1366 batches) | Step 800 | Base: 0.1242 | Up: 0.0748
[Epoch 7] 62.23% (850/1366 batches) | Step 850 | Base: 0.1326 | Up: 0.0627
[Epoch 7] 65.89% (900/1366 batches) | Step 900 | Base: 0.3105 | Up: 0.2033
[Epoch 7] 69.55% (950/1366 batches) | Step 950 | Base: 0.1276 | Up: 0.0608
[Epoch 7] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.1354 | Up: 0.0595
[Epoch 7] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.1283 | Up: 0.0747
[Epoch 7] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.1642 | Up: 0.1241
[Epoch 7] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.1175 | Up: 0.0594
[Epoch 7] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.1147 | Up: 0.0640
[Epoch 7] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.1412 | Up: 0.0748
[Epoch 7] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.1223 | Up: 0.0884
[Epoch 7] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.1415 | Up: 0.0622
[Epoch 8] 0.00% (0/1366 batches) | Step 0 | Base: 0.1246 | Up: 0.0602
[Epoch 8] 3.66% (50/1366 batches) | Step 50 | Base: 0.1161 | Up: 0.0642
[Epoch 8] 7.32% (100/1366 batches) | Step 100 | Base: 0.1131 | Up: 0.0604
[Epoch 8] 10.98% (150/1366 batches) | Step 150 | Base: 0.1376 | Up: 0.0739
[Epoch 8] 14.64% (200/1366 batches) | Step 200 | Base: 0.1198 | Up: 0.2084
[Epoch 8] 18.30% (250/1366 batches) | Step 250 | Base: 0.1192 | Up: 0.0665
[Epoch 8] 21.96% (300/1366 batches) | Step 300 | Base: 0.2075 | Up: 0.0657
[Epoch 8] 25.62% (350/1366 batches) | Step 350 | Base: 0.1258 | Up: 0.1105
[Epoch 8] 29.28% (400/1366 batches) | Step 400 | Base: 0.1162 | Up: 0.2898
[Epoch 8] 32.94% (450/1366 batches) | Step 450 | Base: 0.1858 | Up: 0.1130
[Epoch 8] 36.60% (500/1366 batches) | Step 500 | Base: 0.1413 | Up: 0.0605
[Epoch 8] 40.26% (550/1366 batches) | Step 550 | Base: 0.1350 | Up: 0.0608
[Epoch 8] 43.92% (600/1366 batches) | Step 600 | Base: 0.1588 | Up: 0.0850
[Epoch 8] 47.58% (650/1366 batches) | Step 650 | Base: 0.1360 | Up: 0.1948
[Epoch 8] 51.24% (700/1366 batches) | Step 700 | Base: 0.3816 | Up: 0.0650
[Epoch 8] 54.90% (750/1366 batches) | Step 750 | Base: 0.1541 | Up: 0.1764
[Epoch 8] 58.57% (800/1366 batches) | Step 800 | Base: 0.1417 | Up: 0.2515
[Epoch 8] 62.23% (850/1366 batches) | Step 850 | Base: 0.1124 | Up: 0.0622
[Epoch 8] 65.89% (900/1366 batches) | Step 900 | Base: 0.1685 | Up: 0.1933
[Epoch 8] 69.55% (950/1366 batches) | Step 950 | Base: 0.1285 | Up: 0.0616
[Epoch 8] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.1473 | Up: 0.0615
[Epoch 8] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.1113 | Up: 0.0684
[Epoch 8] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.1150 | Up: 0.0770
[Epoch 8] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.1732 | Up: 0.0632
[Epoch 8] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.1366 | Up: 0.0606
[Epoch 8] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.1388 | Up: 0.1063
[Epoch 8] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.1322 | Up: 0.1060
[Epoch 8] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.1922 | Up: 0.0609
[Epoch 9] 0.00% (0/1366 batches) | Step 0 | Base: 0.1454 | Up: 0.2278
[Epoch 9] 3.66% (50/1366 batches) | Step 50 | Base: 0.1212 | Up: 0.0621
[Epoch 9] 7.32% (100/1366 batches) | Step 100 | Base: 0.1216 | Up: 0.0873
[Epoch 9] 10.98% (150/1366 batches) | Step 150 | Base: 0.1341 | Up: 0.0612
[Epoch 9] 14.64% (200/1366 batches) | Step 200 | Base: 0.2241 | Up: 0.0775
[Epoch 9] 18.30% (250/1366 batches) | Step 250 | Base: 0.1158 | Up: 0.0810
[Epoch 9] 21.96% (300/1366 batches) | Step 300 | Base: 0.1538 | Up: 0.0629
[Epoch 9] 25.62% (350/1366 batches) | Step 350 | Base: 0.1690 | Up: 0.0614
[Epoch 9] 29.28% (400/1366 batches) | Step 400 | Base: 0.1306 | Up: 0.0666
[Epoch 9] 32.94% (450/1366 batches) | Step 450 | Base: 0.1194 | Up: 0.2339
[Epoch 9] 36.60% (500/1366 batches) | Step 500 | Base: 0.1626 | Up: 0.0690
[Epoch 9] 40.26% (550/1366 batches) | Step 550 | Base: 0.1628 | Up: 0.0630
[Epoch 9] 43.92% (600/1366 batches) | Step 600 | Base: 0.1324 | Up: 0.1896
[Epoch 9] 47.58% (650/1366 batches) | Step 650 | Base: 0.1261 | Up: 0.0674
[Epoch 9] 51.24% (700/1366 batches) | Step 700 | Base: 0.1319 | Up: 0.0740
[Epoch 9] 54.90% (750/1366 batches) | Step 750 | Base: 0.1126 | Up: 0.0628
[Epoch 9] 58.57% (800/1366 batches) | Step 800 | Base: 0.1428 | Up: 0.0677
[Epoch 9] 62.23% (850/1366 batches) | Step 850 | Base: 0.1219 | Up: 0.1690
[Epoch 9] 65.89% (900/1366 batches) | Step 900 | Base: 0.1263 | Up: 0.1275
[Epoch 9] 69.55% (950/1366 batches) | Step 950 | Base: 0.1991 | Up: 0.1210
[Epoch 9] 73.21% (1000/1366 batches) | Step 1000 | Base: 0.1264 | Up: 0.2006
[Epoch 9] 76.87% (1050/1366 batches) | Step 1050 | Base: 0.2363 | Up: 0.0708
[Epoch 9] 80.53% (1100/1366 batches) | Step 1100 | Base: 0.1234 | Up: 0.0804
[Epoch 9] 84.19% (1150/1366 batches) | Step 1150 | Base: 0.1725 | Up: 0.2341
[Epoch 9] 87.85% (1200/1366 batches) | Step 1200 | Base: 0.1311 | Up: 0.0796
[Epoch 9] 91.51% (1250/1366 batches) | Step 1250 | Base: 0.1292 | Up: 0.1189
[Epoch 9] 95.17% (1300/1366 batches) | Step 1300 | Base: 0.1396 | Up: 0.1360
[Epoch 9] 98.83% (1350/1366 batches) | Step 1350 | Base: 0.2290 | Up: 0.0712
[Epoch 10] 0.00% (0/1366 batches) | Step 0 | Base: 0.1842 | Up: 0.0824
[Epoch 10] 3.66% (50/1366 batches) | Step 50 | Base: 0.1949 | Up: 0.0827
[Epoch 10] 7.32% (100/1366 batches) | Step 100 | Base: 0.1404 | Up: 0.0636
[Epoch 10] 10.98% (150/1366 batches) | Step 150 | Base: 0.1856 | Up: 0.0785
[Epoch 10] 14.64% (200/1366 batches) | Step 200 | Base: 0.1708 | Up: 0.0851
[Epoch 10] 18.30% (250/1366 batches) | Step 250 | Base: 0.1469 | Up: 0.2601
